DOI	volume	received	accepted	online	title	authors
10.1007/s12517-021-08331-5	14	10-Jun-21	02-Aug-21	02-Sep-21	Simulation analysis of an impeller percussive drilling tool based on rotation law	"Yang, Yandong; Niu, Jilei; Zhang, Chen; Liao, Hualin"
10.1007/s12517-021-08322-6	14	30-Apr-21	23-Aug-21	30-Aug-21	Influence of structural strength on geotechnical properties of intact red clay	"Gu, Jianxiao; Lyu, Haibo; Fan, Liyun"
10.1007/s12517-021-08281-y	14	29-Apr-21	01-Aug-21	30-Aug-21	Relating gradational parameters with hydraulic conductivity of sandy soils: a renewed attempt	"Mujtaba, Hassan; Shimobe, Satoru; Farooq, Khalid; Rehman, Zia ur; Khalid, Usama"
10.1007/s12517-021-08222-9	14	13-Aug-19	06-Aug-21	30-Aug-21	Remediation of heavy metals from contaminated river water using natural zeolite and limestone	"Azizi, Batoul; Vaezihir, Abdorreza; Siahcheshm, Kamal; Sheydaei, Mohsen; Aber, Soheil"
10.1007/s12517-021-08252-3	14	19-Apr-21	11-Aug-21	28-Aug-21	"The Aqaba Earthquake, 22 November 1995 (7.3 Mw): insights on the seismicity and active faulting of Gulf of Aqaba"	"Harzali, Makrem; Medhioub, Emna; Troudi, Habib; Bouaziz, Samir"
10.1007/s12517-021-08277-8	14	19-Feb-21	02-Aug-21	27-Aug-21	Stabilizing the clayey sand contaminated with heavy metals by zeolite and rice husk ash absorbents	"Nosrati, Seyed Alireza; Negahdar, Alireza; Negahdar, Hasan"
10.1007/s12517-021-08254-1	14	15-Feb-21	14-Jul-21	27-Aug-21	Hydrological simulation using multi-sources precipitation estimates in the Huaihe River Basin	"Abro, Mohammad Ilyas; Zhu, Dehua; Elahi, Ehsan; Majidano, Asghar Ali; Solangi, Bhai Khan"
10.1007/s12517-021-08287-6	14	12-Apr-21	16-Aug-21	27-Aug-21	Comparison of plugging impact of open-ended with closed-ended model piles in clayey soils	"Al-Waily, Maki Jafar Mohammed; Al-Qaisi, Maysa Salem"
10.1007/s12517-021-08039-6	14	03-Jun-21	15-Jul-21	06-Aug-21	Air pollution detection based on image recognition and evaluation of measles prevention and immunity effect	"Liu, Qian"
10.1007/s12517-021-08132-w	14	10-Jun-21	26-Jul-21	07-Aug-21	Optimization of gateroad layout under remnant structures in longwall undermining based on slip line field theory	"Wang, Cheng; Hu, Mangu; Zhang, Nianchao; Wang, Xiaolei"
10.1007/s12517-021-08237-2	14	01-Mar-21	06-Aug-21	18-Aug-21	Experimental study on grouting of elliptical fractured rock mass at various temperatures	"Yu, Yongqiang; Zhang, Jiyun; Fan, Lidan; Shi, Zhijie; Sun, Liang"
10.1007/s12517-021-08066-3	14	11-Jun-21	19-Jul-21	17-Aug-21	Windbreak and sand fixation of sand plants based on intelligent image processing and plant landscape design	"Chen, Hu; Chu, Xiaohui; Jia, Qi"
10.1007/s12517-021-08070-7	14	11-Jun-21	19-Jul-21	17-Aug-21	Mountainous atmospheric environment and characteristic products packaging design based on the enhanced technology of Internet of Things	"Han, Hongbin; Zhao, Jingjing"
10.1007/s12517-021-08159-z	14	17-Jun-21	01-Aug-21	21-Aug-21	Mountain air pollution evaluation and tourism brand building based on remote sensing image processing	"Zhou, Mingzhen; Zuo, Hongfen; Xiao, Peihua; Zhang, Xiaoguang"
10.1007/s12517-021-08017-y	14	04-Jun-21	15-Jul-21	17-Aug-21	Characteristics of heavy metal pollutants in groundwater based on fuzzy decision making and the effect of aerobic exercise on teenagers	"Junjun, Gun"
10.1007/s12517-021-08065-4	14	11-Jun-21	19-Jul-21	16-Aug-21	Correlation index of air pollutants and neurology patient care factors based on IOT	"Liu, Suying"
10.1007/s12517-021-08135-7	14	03-Feb-21	26-Jul-21	06-Aug-21	"Determination of the geomechanical and chemical properties of carbonate rocks along Najran, Sharourah District, Saudi Arabia: implications for construction and industrial purposes"	"El-Aal, Ahmed Abd; Zakhera, Mohamed; Al Saiari, Mabkhoot; Tolba, Abdellah"
10.1007/s12517-021-07807-8	14	02-Jun-21	01-Jul-21	07-Aug-21	Image classification-based groundwater pollution prediction and regional economic collaborative innovation	"Zhang, Yan"
10.1007/s12517-021-08079-y	14	06-Aug-19	19-Jul-21	07-Aug-21	"Temporal pattern of seismicity in the Zagros belt, SW Iran"	"Mirabedini, Maryam Sadat; Agh-Atabai, Maryam; Azimmohseni, Majid; Zadeh, Mostafa Allameh"
10.1007/s12517-021-07907-5	14	05-Mar-21	07-Jul-21	05-Aug-21	"Study of the Sea Level variability and Storm Surges at Mersa Matruh, Egypt"	"Ibrahim, Omneya"
10.1007/s12517-021-08155-3	14	21-Sep-20	01-Aug-21	09-Aug-21	"Geochemical processes of groundwater salinization in an arid area, southeastern Tunisia"	"Dhaoui, Oussama; Antunes, IMHR; Agoubi, Belgacem; Kharroubi, Adel"
10.1007/s12517-021-08121-z	14	19-May-21	22-Jul-21	13-Aug-21	Dust transport law and dust suppression technology based on gas-solid two-phase flow	"Jia, Zhengzhao; Song, Ziling; Zhao, Xiaoliang; Fan, Junfu; Jiang, Juyu; Wang, Xiaohe"
10.1007/s12517-021-08160-6	14	17-Jun-21	01-Aug-21	26-Aug-21	Abnormal anti-cyclone in ocean atmosphere and sports swimming strength training based on target tracking algorithm	"Zhao, Shuang"
10.1007/s12517-021-07791-z	14	21-Apr-21	10-Jun-21	05-Aug-21	Multilabel land cover aerial image classification using convolutional neural networks	"Kareem, Razia Sulthana Abdul; Ramanjineyulu, Anil Gandhudi; Rajan, Regin; Setiawan, Roy; Sharma, Dilip Kumar; Gupta, Mukesh Kumar; Joshi, Hitesh; Kumar, Ankit; Harikrishnan, Haritha; Sengan, Sudhakar"
10.1007/s12517-021-08098-9	14	18-Jul-20	22-Jul-21	14-Aug-21	Effect of thermal damage on mechanical and permeability properties of sandstone	"Rong, Guan; Li, Bowen; Quan, Junsong; Chen, Zhiheng; Meng, Shiqian; Peng, Jun"
10.1007/s12517-021-08126-8	14	17-Jun-21	23-Jul-21	14-Aug-21	Coastal biometric recognition based on virtual sensor network and accounting cost accounting of logistics companies	"Zhu, Xincai; Jiang, Ying"
10.1007/s12517-021-08064-5	14	11-Jun-21	19-Jul-21	14-Aug-21	Spatial characteristics of urban air pollution and measurement of nursing satisfaction of pediatric patients	"Chen, Xin"
10.1007/s12517-021-08201-0	14	01-Apr-21	02-Aug-21	13-Aug-21	"Experimental study on the simultaneous effect of long-term water immersion and pyrite content on spontaneous combustion liability of Ömerler coals (Kütahya, Western Turkey)"	"Ören, Özer"
10.1007/s12517-021-08059-2	14	06-Sep-19	18-Jul-21	13-Aug-21	3D numerical study of two pre-reinforcement tunneling methods: a case study of a motorway tunnel from Algeria	"Djamil, Nefla; Mustapha, Hidjeb"
10.1007/s12517-021-08207-8	14	26-May-21	02-Aug-21	10-Aug-21	Shear behaviors of clay-infilled joint with different water contents: experiment and model	"Zhao, Yanlin; Li, Yang; Chang, Le; Wang, Yixian; Lin, Hang"
10.1007/s12517-021-07884-9	14	29-Mar-21	07-Jul-21	10-Aug-21	"Noble gas isotopic signatures of sulfides in carbonatites of the Vuoriyarvi alkaline-ultrabasic complex (Kola Region, NW Russia)"	"Kozlov, Evgeniy; Skiba, Vladimir; Fomina, Ekaterina; Sidorov, Mikhail"
10.1007/s12517-021-08208-7	14	28-May-21	02-Aug-21	10-Aug-21	2D- and 3D-FEM modeling of rock masses at the Şilenkar viaduct site (NE Turkey) with regard to bearing capacity	"Kaya, Ayberk; Uzun, Salih"
10.1007/s12517-021-08196-8	14	06-Oct-18	02-Aug-21	09-Aug-21	"Evaluation of coalbed methane resources in the Huainan-Huaibei coalfield of Anhui Province, China, using an analytic hierarchy process and grey cluster method"	"Zhao, Zhigen"
10.1007/s12517-021-08029-8	14	04-Jun-21	15-Jul-21	12-Aug-21	Cross basin water diversion project based on VR visual system and urban public art design	"Huang, Wenhua; Lin, Haitao; Zhang, Nina"
10.1007/s12517-021-08249-y	14	16-Feb-21	11-Aug-21	25-Aug-21	"The anthropogenic influence on the estuarine system of Gosaba Island, Sundarban, India"	"Ghosh, Soumen; Mistri, Biswaranjan"
10.1007/s12517-021-08248-z	14	10-May-21	11-Aug-21	25-Aug-21	Palaeoenvironmental distribution of late Miocene oysters in the northwestern Algerian basins	"Satour, Linda"
10.1007/s12517-021-08290-x	14	03-Apr-21	16-Aug-21	26-Aug-21	Dust removal method of coal-fired power plant based on micro-power dust removal device	"Chen, Mingfu"
10.1007/s12517-021-08118-8	14	15-Jun-21	22-Jul-21	12-Aug-21	Application of remote sensing and GIS technology in urban ecological environment investigation	"Liu, Qiang"
10.1007/s12517-021-08176-y	14	18-Apr-20	31-Jul-21	12-Aug-21	Study of hydraulic unit classification and prediction based on well trajectory and 3D scale	"Yu, Peng"
10.1007/s12517-021-08087-y	14	02-Jun-21	19-Jul-21	13-Aug-21	The stability of rainfall conditions based on sensor networks and the effect of psychological intervention for patients with urban anxiety disorder	"Jia, Zhiping"
10.1007/s12517-021-08143-7	14	03-May-21	28-Jul-21	13-Aug-21	Convenience analysis of financial services: GIS-based distribution of ATM network in Hangzhou City	"Wang, Wenjing; Wang, Moting"
10.1007/s12517-021-08238-1	14	26-Apr-21	06-Aug-21	24-Aug-21	Assessment of the simulated aerosol optical properties and regional meteorology using WRF-Chem model	"Ali, Gohar; Bao, Yansong; Asmerom, Birhanu; Ullah, Waheed; Ullah, Safi; Arshad, Muhammad"
10.1007/s12517-021-08193-x	14	23-Mar-21	02-Aug-21	25-Aug-21	"Seasonal and tidal variations in suspended particulate matter dynamics of two microtidal rivers of Karnataka, central west-coast of India"	"Fernandes, Lina L.; Kessarkar, Pratima M.; Dhandayudapani, Ilangovan; Narvekar, Jayu; Suresh, Suja; Parab, Priyanka"
10.1007/s12517-021-07881-y	14	07-Jun-21	07-Jul-21	24-Aug-21	The effects of different fertilizer rates on water and nitrogen transport characteristics in the wetted body of bubbled-root irrigation	"Fu, Yuliang; Cao, Yuanbei; Wang, Hongfei; He, Zhenjia; Wang, Shunsheng"
10.1007/s12517-021-08264-z	14	12-Feb-21	14-Aug-21	24-Aug-21	Impact study for landslide contributing factors using a multi-criterion approach for landslide susceptibility	"Lourembam Chanu, Malemnganbi; Oinam, Bakimchandra"
10.1007/s12517-021-08163-3	14	17-Jun-21	01-Aug-21	17-Aug-21	Evaluation and research of comprehensive seismic observation technology based on optical fiber sensing	"Yang, Hongwei; Peng, Jin; Sun, Xu; Chen, Gang"
10.1007/s12517-021-08216-7	14	None	None	24-Aug-21	Correction to: An optimal method for searching failure surfaces of hard thin-layered anaclinal rock slopes with cross joints	"Su, Lijun; Qu, Xin; Zhang, Chonglei; Iqbal, Javed; Wang, Shanyong; Xu, Xingqian; Diao, Fangfang"
10.1007/s12517-021-07650-x	14	06-Jan-21	16-Jun-21	20-Aug-21	Undrained vertical pullout capacity of strip plate anchors in two-layered clay	"Lee, Joon Kyu; Park, Su Han"
10.1007/s12517-021-08293-8	14	10-Jul-21	18-Aug-21	28-Aug-21	Investigation of magnetite-based invert emulsion mud at high pressure high temperature	"Almutawa, Wesam; Ahmed, Ashraf; Basfar, Salem; Elkatatny, Salaheldin; Haidary, Saleh; Zitha, Pacelli"
10.1007/s12517-021-07091-6	14	27-Aug-20	07-Apr-21	28-Aug-21	Thermoluminescence sensitivity assessment of the natural schist rock through pre-dose effect technique	"Alharshan, Gharam Abdullah"
10.1007/s12517-021-08271-0	14	18-Aug-20	12-Aug-21	30-Aug-21	"The effect of deforestation on soil quality in Lesser-Himalayan community forests of Abbottabad, Pakistan"	"Hayat, Waseem; Khan, Salman; Hayat, Malik Tahir; Pervez, Rashid; Ahmad, Shakeel; Iqbal, Amir"
10.1007/s12517-021-08257-y	14	30-Jan-21	12-Aug-21	30-Aug-21	Regression analysis of the blasting vibration effect in cross tunnels	"Zhao, Yan; Shan, Ren-liang; Wang, Hai-long; Tong, Xiao; Li, Yun-he"
10.1007/s12517-021-08019-w	14	04-Jun-21	15-Jul-21	16-Aug-21	Rock and soil reconstruction of mountain slope based on embedded Internet of things and evaluation of college students’ physical health	"Li, Linlin"
10.1007/s12517-021-07918-2	14	11-Aug-20	21-Jun-21	18-Aug-21	Conversion mechanism of a continuous pressure arch structure in strip filling mining	"Shao, Xiaoping; Wang, Long; Li, Xin; Fang, Zhiyu; Zhao, Bingchao; Liu, Ershuai; Liu, Lang"
10.1007/s12517-021-08351-1	14	16-May-21	26-Aug-21	01-Sep-21	Effect of cyclic shearing on contact surfaces of geo-materials under constant normal force	"Ferreira, Pedro; Muturi, Tanner; Ekinci, Abdullah"
10.1007/s12517-021-07922-6	14	25-Jun-20	26-Jun-21	31-Aug-21	Prediction of river suspended sediment load using machine learning models and geo-morphometric parameters	"Asadi, Maryam; Fathzadeh, Ali; Kerry, Ruth; Ebrahimi-Khusfi, Zohre; Taghizadeh-Mehrjardi, Ruhollah"
10.1007/s12517-021-08285-8	14	30-Mar-20	16-Aug-21	02-Sep-21	Experimental study of gas concentration and its thermal behavior in coal and gas outburst	"Xu, Jiang; Cheng, Liang; Zhou, Bin; Peng, Shoujian; Yang, Xiaobo; Yang, Wenjian"
10.1007/s12517-021-08337-z	14	07-Mar-21	26-Aug-21	04-Sep-21	"Validation of an analytical technique, distribution, and risk assessment of aliphatic and polycyclic aromatic hydrocarbons in surface sediments of the coastal and selected estuaries of Sarawak"	"Asare, Ebenezer Aquisman; Assim, Zaini Bin; Wahi, Rafeah"
10.1007/s12517-021-08347-x	14	01-Jul-21	26-Aug-21	05-Sep-21	Examination of the behavior of the single anchored sheet piles in sand utilizing analytical and numerical methods	"Akan, Recep"
10.1007/s12517-021-08353-z	14	31-May-21	26-Aug-21	05-Sep-21	Sustainable water planning and management research in Saudi Arabia: a data-driven bibliometric analysis	"Almulhim, Abdulaziz I.; Aqil, Mohammad; Ahmad, Shakil; Abdel-Magid, Isam Mohammed"
10.1007/s12517-021-08112-0	14	28-Feb-21	22-Jul-21	07-Aug-21	Design of overburden thickness for underground arsenals based on numerical simulation of underground explosion caves	"Zhang, Xingui; Zhu, Jiaxiong; Yan, Li’e; Zeng, Yi; Chen, Qingsheng; Li, Mangyuan"
10.1007/s12517-021-08082-3	14	11-Jun-21	19-Jul-21	12-Aug-21	The loss rate of coastal soil based on abnormal track detection and the development of agricultural tourism economy	"Lin, Xiuchun"
10.1007/s12517-021-08198-6	14	18-Feb-21	02-Aug-21	13-Aug-21	"Evaluation of heavy metals accumulation risks in water of the Qalubiya drain in East Delta, Egypt"	"Ramadan, Fatma; Nour, Hamdy El Sayed; Aita, Sami; Zahran, Hadeer Raffat"
10.1007/s12517-021-08272-z	14	18-Aug-20	10-Aug-21	27-Aug-21	"Geochemical and elemental characterization of rostrum and alveolus parts of Belemnite fossil from the Late Cretaceous formation, Tamil Nadu, India"	"Mohan, Neetu; Vasudevan, Sugumar; Ranganathan, Paramasivam Chellamuthu; Narayanasamy, Anandhan"
10.1007/s12517-021-08268-9	14	30-Mar-21	14-Aug-21	28-Aug-21	Availability of iodine from acidified soil after manure amendments	"Mohiuddin, Muhammad; Yu, Qian; Si, Gaoyue; Irshad, Muhammad; Farig, Mohamed; Hussain, Zahid; Duan, Lei"
10.1007/s12517-021-08090-3	14	25-Mar-21	21-Jul-21	09-Aug-21	The implementation of improved radial movement optimization to calculate the ultimate bearing capacity of strip footing on unsaturated soil under inclined loading	"Jin, Liangxing; Zhang, Hanchao; Luo, Chunwa; Feng, Qixuan"
10.1007/s12517-021-08212-x	14	03-Mar-20	03-Aug-21	21-Aug-21	"Watershed prioritization using morphometric analysis and vegetation index: a case study of Huehuetan river sub-basin, Mexico"	"López-Pérez, Adolfo; Fernández-Reynoso, Demetrio S."
10.1007/s12517-021-08172-2	14	10-Jan-21	31-Jul-21	17-Aug-21	"Landslides behavior spatial modeling by using evidential belief function model, Promethean II model, and index of entropy in Tabriz, Iran"	"Beheshti, Ziba; Gharagozlou, Alireza; Monavari, Masoud; Zarkesh, Mirmasoud Kheirkhah"
10.1007/s12517-021-08202-z	14	30-Apr-21	02-Aug-21	19-Aug-21	Structural control of hydrogeological setting revealed by gravity and Time Domain Electromagnetic data analysis: the Moulares basin (Southwestern Tunisia)	"Farhat, Meryem Ben; Azaiez, Hajer; Dhaoui, Mohamed; Gabtni, Hakim"
10.1007/s12517-021-07866-x	14	15-Apr-21	07-Jul-21	16-Aug-21	Automatic calculating grain size of gravels based on micro-resistivity image of well	"Li, Donghui; Yuan, Rui; Ding, Zhenfeng; Xu, Rui"
10.1007/s12517-021-07846-1	14	30-Dec-20	03-Jul-21	19-Aug-21	Study of the mechanical performance of excavation under asymmetrical pressure and reinforcement measures	"Zhang, Wenchao; Wu, Na; Jia, Pengjiao; Zhou, Xiaoqi; Li, Hong; Wang, Guoguang"
10.1007/s12517-021-08124-w	14	17-Jun-21	23-Jul-21	17-Aug-21	Tropical coastal climate change based on image defogging algorithm and swimming rehabilitation training	"Long, Lijun; Fu, Yanqing; Xiao, Long"
10.1007/s12517-021-08234-5	14	06-Apr-21	06-Aug-21	18-Aug-21	"Using ASTER images and field work data for geological mapping around Wadi Umm Ashira and Wadi Tilal Al-Qulieb, Northwestern part of Wadi Allaqi, South Eastern Desert, Egypt"	"Soliman, Nehal Mohamed; El-Desoky, Hatem Mohamed; Heikal, Mohamed Ahmed; Abdel-Rahman, Ahmed Mohamed"
10.1007/s12517-021-08188-8	14	02-Feb-20	22-Jul-21	18-Aug-21	Investigating the effect of waste rubber in granular form on strength behavior of Tehran clay	"Akbarimehr, Davood; Eslami, Abolfazl; Aflaki, Esmail; Hajitaheriha, Mohammad Mahdi"
10.1007/s12517-021-08125-9	14	17-Jun-21	23-Jul-21	18-Aug-21	Sichuan mountainous environment and urban planning based on image dehazing algorithm	"Zhu, Wei"
10.1007/s12517-021-08250-5	14	18-Feb-21	11-Aug-21	21-Aug-21	Differential response of the nitrifying microbes and net nitrification rates (NNRs) between different cereal and legume crop soils with chemical fertilization	"Sintia, Moumita; Rahman, M. Mizanur; Khanom, Azmerry; Huq, Md. Amdadul; Ali, Md. Yousof; Rauf, Mamoona; Banu, Nilufa Ahkter; Biswas, Sudhangshu Kumar; Azad, Md. Abul Kalam"
10.1007/s12517-021-07902-w	14	02-Jun-21	07-Jul-21	24-Aug-21	"Chemo- and biostratigraphy of the Cretaceous Dalmiapuram Formation, Uttatur Group, Kallakudi II section, Cauvery Basin, South India"	"Madhavaraju, Jayagopal; Scott, Robert W.; Sial, Alcides N.; Ramirez-Montoya, Erik"
10.1007/s12517-021-07810-z	14	03-Feb-21	01-Jul-21	20-Aug-21	Space-time evolution of Longmenshan fault coupling and moment deficit inverted by multi-source geodetic data	"Zhang, Yongzhi; Gao, Yang; Jiang, Lue; Ji, Zongtong"
10.1007/s12517-021-08177-x	14	03-Jun-21	31-Jul-21	17-Aug-21	The ecological evaluation of marine water resources based on image super-resolution and the effectiveness of English distance teaching	"Lu, Xiaochun"
